year,parent_entity,parent_type,commodity,production_value_ft,production_unit,total_emissions_MtCO2e,production_value
1959,Singareni Collieries,State-owned Entity,Bituminous Coal,0.111902889,Million tonnes/yr,0.3037199983,0.111902889
1959,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.04814219521,Million tonnes/yr,0.1428194584,0.04814219521
1960,Singareni Collieries,State-owned Entity,Lignite Coal,0.3094844902,Million tonnes/yr,0.4144647603,0.3094844902
1960,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,3.726135929,Million tonnes/yr,7.523405445,3.726135929
1960,Singareni Collieries,State-owned Entity,Bituminous Coal,0.1212319878,Million tonnes/yr,0.3290404693,0.1212319878
1960,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.05215570459,Million tonnes/yr,0.1547260038,0.05215570459
1961,Singareni Collieries,State-owned Entity,Lignite Coal,0.3299973181,Million tonnes/yr,0.4419357469,0.3299973181
1961,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,3.973106576,Million tonnes/yr,8.022061519,3.973106576
1961,Singareni Collieries,State-owned Entity,Bituminous Coal,0.1292673207,Million tonnes/yr,0.35084948,0.1292673207
1961,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.05561261766,Million tonnes/yr,0.1649813412,0.05561261766
1962,Singareni Collieries,State-owned Entity,Lignite Coal,0.3620519451,Million tonnes/yr,0.4848636278,0.3620519451
1962,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,4.359038347,Million tonnes/yr,8.80129267,4.359038347
1962,Singareni Collieries,State-owned Entity,Bituminous Coal,0.1418238341,Million tonnes/yr,0.384929603,0.1418238341
1962,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.06101460618,Million tonnes/yr,0.1810069726,0.06101460618
1963,Singareni Collieries,State-owned Entity,Lignite Coal,0.3936425534,Million tonnes/yr,0.5271700899,0.3936425534
1963,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,4.739383418,Million tonnes/yr,9.569243768,4.739383418
1963,Singareni Collieries,State-owned Entity,Bituminous Coal,0.154198581,Million tonnes/yr,0.4185163864,0.154198581
1963,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.06633839619,Million tonnes/yr,0.1968006189,0.06633839619
1964,Singareni Collieries,State-owned Entity,Lignite Coal,0.3763191876,Million tonnes/yr,0.5039704632,0.3763191876
1964,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,4.530813303,Million tonnes/yr,9.148121842,4.530813303
1964,Singareni Collieries,State-owned Entity,Bituminous Coal,0.1474126316,Million tonnes/yr,0.4000983765,0.1474126316
1964,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.06341898541,Million tonnes/yr,0.1881398451,0.06341898541
1965,Singareni Collieries,State-owned Entity,Lignite Coal,0.4083791481,Million tonnes/yr,0.5469054866,0.4083791481
1965,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,4.916809288,Million tonnes/yr,9.927482647,4.916809288
1965,Singareni Collieries,State-owned Entity,Bituminous Coal,0.1599712343,Million tonnes/yr,0.4341841701,0.1599712343
1965,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.06882187274,Million tonnes/yr,0.2041681428,0.06882187274
1966,Singareni Collieries,State-owned Entity,Lignite Coal,0.4147314045,Million tonnes/yr,0.5554124927,0.4147314045
1966,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,4.993289278,Million tonnes/yr,10.08190266,4.993289278
1966,Singareni Collieries,State-owned Entity,Bituminous Coal,0.1624595551,Million tonnes/yr,0.4409378186,0.1624595551
1966,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.06989238331,Million tonnes/yr,0.2073439378,0.06989238331
1967,Singareni Collieries,State-owned Entity,Lignite Coal,0.4182248788,Million tonnes/yr,0.5600909888,0.4182248788
1967,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,5.035350063,Million tonnes/yr,10.16682719,5.035350063
1967,Singareni Collieries,State-owned Entity,Bituminous Coal,0.1638280269,Million tonnes/yr,0.4446520415,0.1638280269
1967,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.07048111914,Million tonnes/yr,0.2090904916,0.07048111914
1968,Singareni Collieries,State-owned Entity,Lignite Coal,0.4315694173,Million tonnes/yr,0.5779621299,0.4315694173
1968,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,5.196015834,Million tonnes/yr,10.49122592,5.196015834
1968,Singareni Collieries,State-owned Entity,Bituminous Coal,0.1690553808,Million tonnes/yr,0.4588398066,0.1690553808
1968,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.07273000024,Million tonnes/yr,0.2157620606,0.07273000024
1969,Singareni Collieries,State-owned Entity,Lignite Coal,0.46797622,Million tonnes/yr,0.6267184883,0.46797622
1969,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,5.634346994,Million tonnes/yr,11.37625617,5.634346994
1969,Singareni Collieries,State-owned Entity,Bituminous Coal,0.1833167386,Million tonnes/yr,0.4975471144,0.1833167386
1969,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.07886543675,Million tonnes/yr,0.2339635513,0.07886543675
1970,Singareni Collieries,State-owned Entity,Lignite Coal,0.4541036601,Million tonnes/yr,0.6081402157,0.4541036601
1970,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,5.467323943,Million tonnes/yr,11.03902153,5.467323943
1970,Singareni Collieries,State-owned Entity,Bituminous Coal,0.177882547,Million tonnes/yr,0.482797963,0.177882547
1970,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.07652757117,Million tonnes/yr,0.2270279994,0.07652757117
1971,Singareni Collieries,State-owned Entity,Lignite Coal,0.4279959398,Million tonnes/yr,0.5731764926,0.4279959398
1971,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,5.152991827,Million tonnes/yr,10.40435655,5.152991827
1971,Singareni Collieries,State-owned Entity,Bituminous Coal,0.1676555698,Million tonnes/yr,0.4550405251,0.1676555698
1971,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.07212778182,Million tonnes/yr,0.2139755092,0.07212778182
1972,Singareni Collieries,State-owned Entity,Lignite Coal,0.4562892298,Million tonnes/yr,0.6110671528,0.4562892298
1972,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,5.493637797,Million tonnes/yr,11.09215158,5.493637797
1972,Singareni Collieries,State-owned Entity,Bituminous Coal,0.1787386835,Million tonnes/yr,0.4851216363,0.1787386835
1972,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.07689589311,Million tonnes/yr,0.2281206696,0.07689589311
1973,Singareni Collieries,State-owned Entity,Lignite Coal,0.4845825199,Million tonnes/yr,0.6489578131,0.4845825199
1973,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,5.834283767,Million tonnes/yr,11.7799466,5.834283767
1973,Singareni Collieries,State-owned Entity,Bituminous Coal,0.1898217972,Million tonnes/yr,0.5152027478,0.1898217972
1973,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.08166400432,Million tonnes/yr,0.2422658297,0.08166400432
1974,Singareni Collieries,State-owned Entity,Lignite Coal,0.5128758098,Million tonnes/yr,0.6868484732,0.5128758098
1974,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,6.174929738,Million tonnes/yr,12.46774162,6.174929738
1974,Singareni Collieries,State-owned Entity,Bituminous Coal,0.2009049109,Million tonnes/yr,0.5452838591,0.2009049109
1974,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.08643211554,Million tonnes/yr,0.2564109899,0.08643211554
1975,Singareni Collieries,State-owned Entity,Lignite Coal,0.5411690999,Million tonnes/yr,0.7247391335,0.5411690999
1975,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,6.515575708,Million tonnes/yr,13.15553665,6.515575708
1975,Singareni Collieries,State-owned Entity,Bituminous Coal,0.2119880246,Million tonnes/yr,0.5753649706,0.2119880246
1975,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.09120022683,Million tonnes/yr,0.2705561502,0.09120022683
1976,Singareni Collieries,State-owned Entity,Lignite Coal,0.5694623899,Million tonnes/yr,0.7626297938,0.5694623899
1976,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,6.856221678,Million tonnes/yr,13.84333167,6.856221678
1976,Singareni Collieries,State-owned Entity,Bituminous Coal,0.2230711382,Million tonnes/yr,0.6054460819,0.2230711382
1976,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.09596833805,Million tonnes/yr,0.2847013104,0.09596833805
1977,Singareni Collieries,State-owned Entity,Lignite Coal,0.5977556799,Million tonnes/yr,0.8005204539,0.5977556799
1977,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,7.196867649,Million tonnes/yr,14.53112669,7.196867649
1977,Singareni Collieries,State-owned Entity,Bituminous Coal,0.2341542519,Million tonnes/yr,0.6355271934,0.2341542519
1977,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.1007364493,Million tonnes/yr,0.2988464705,0.1007364493
1978,Singareni Collieries,State-owned Entity,Lignite Coal,0.6260489699,Million tonnes/yr,0.8384111142,0.6260489699
1978,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,7.537513617,Million tonnes/yr,15.21892171,7.537513617
1978,Singareni Collieries,State-owned Entity,Bituminous Coal,0.2452373657,Million tonnes/yr,0.6656083048,0.2452373657
1978,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.1055045605,Million tonnes/yr,0.3129916307,0.1055045605
1979,Singareni Collieries,State-owned Entity,Lignite Coal,0.6543422599,Million tonnes/yr,0.8763017744,0.6543422599
1979,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,7.878159591,Million tonnes/yr,15.90671674,7.878159591
1979,Singareni Collieries,State-owned Entity,Bituminous Coal,0.2563204793,Million tonnes/yr,0.6956894161,0.2563204793
1979,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.1102726718,Million tonnes/yr,0.3271367911,0.1102726718
1980,Singareni Collieries,State-owned Entity,Lignite Coal,0.6826355499,Million tonnes/yr,0.9141924346,0.6826355499
1980,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,8.218805557,Million tonnes/yr,16.59451176,8.218805557
1980,Singareni Collieries,State-owned Entity,Bituminous Coal,0.267403593,Million tonnes/yr,0.7257705276,0.267403593
1980,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.115040783,Million tonnes/yr,0.3412819512,0.115040783
1981,Singareni Collieries,State-owned Entity,Lignite Coal,0.7447607235,Million tonnes/yr,0.9973910956,0.7447607235
1981,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,8.966781145,Million tonnes/yr,18.10474212,8.966781145
1981,Singareni Collieries,State-owned Entity,Bituminous Coal,0.2917394113,Million tonnes/yr,0.7918213218,0.2917394113
1981,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.125510394,Million tonnes/yr,0.372341278,0.125510394
1982,Singareni Collieries,State-owned Entity,Lignite Coal,0.7905492386,Million tonnes/yr,1.058711538,0.7905492386
1982,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,9.518066381,Million tonnes/yr,19.21783687,9.518066381
1982,Singareni Collieries,State-owned Entity,Bituminous Coal,0.3096757953,Million tonnes/yr,0.8405031615,0.3096757953
1982,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.1332268784,Million tonnes/yr,0.3952331324,0.1332268784
1983,Singareni Collieries,State-owned Entity,Lignite Coal,0.8331056226,Million tonnes/yr,1.115703478,0.8331056226
1983,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,10.03043736,Million tonnes/yr,20.25236022,10.03043736
1983,Singareni Collieries,State-owned Entity,Bituminous Coal,0.3263460816,Million tonnes/yr,0.8857486361,0.3263460816
1983,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.1403986697,Million tonnes/yr,0.4165090911,0.1403986697
1984,Singareni Collieries,State-owned Entity,Lignite Coal,0.8952787981,Million tonnes/yr,1.198966424,0.8952787981
1984,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,10.77899088,Million tonnes/yr,21.76375747,10.77899088
1984,Singareni Collieries,State-owned Entity,Bituminous Coal,0.3507007033,Million tonnes/yr,0.9518504654,0.3507007033
1984,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.1508763702,Million tonnes/yr,0.4475924163,0.1508763702
1985,Singareni Collieries,State-owned Entity,Lignite Coal,0.9319096102,Million tonnes/yr,1.248022778,0.9319096102
1985,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,11.22001907,Million tonnes/yr,22.65423328,11.22001907
1985,Singareni Collieries,State-owned Entity,Bituminous Coal,0.3650498105,Million tonnes/yr,0.9907959371,0.3650498105
1985,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.1570495578,Million tonnes/yr,0.4659058998,0.1570495578
1986,Singareni Collieries,State-owned Entity,Lignite Coal,1.016643697,Million tonnes/yr,1.361499524,1.016643697
1986,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,12.24020177,Million tonnes/yr,24.71407442,12.24020177
1986,Singareni Collieries,State-owned Entity,Bituminous Coal,0.3982420448,Million tonnes/yr,1.080884276,0.3982420448
1986,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.1713293233,Million tonnes/yr,0.5082684962,0.1713293233
1987,Singareni Collieries,State-owned Entity,Lignite Coal,1.102001808,Million tonnes/yr,1.47581197,1.102001808
1987,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,13.26789762,Million tonnes/yr,26.78908529,13.26789762
1987,Singareni Collieries,State-owned Entity,Bituminous Coal,0.4316787237,Million tonnes/yr,1.171636071,0.4316787237
1987,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.1857142525,Million tonnes/yr,0.5509430726,0.1857142525
1988,Singareni Collieries,State-owned Entity,Lignite Coal,1.201189811,Million tonnes/yr,1.608645547,1.201189811
1988,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,14.4621028,Million tonnes/yr,29.20029356,14.4621028
1988,Singareni Collieries,State-owned Entity,Bituminous Coal,0.4705328802,Million tonnes/yr,1.277091653,0.4705328802
1988,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.2024298565,Million tonnes/yr,0.6005318689,0.2024298565
1989,Singareni Collieries,State-owned Entity,Lignite Coal,1.232945759,Million tonnes/yr,1.651173435,1.232945759
1989,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,14.84443853,Million tonnes/yr,29.97226398,14.84443853
1989,Singareni Collieries,State-owned Entity,Bituminous Coal,0.4829723944,Million tonnes/yr,1.310854224,0.4829723944
1989,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.2077815103,Million tonnes/yr,0.6164081764,0.2077815103
1990,Singareni Collieries,State-owned Entity,Lignite Coal,1.274904786,Million tonnes/yr,1.707365388,1.274904786
1990,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,15.34961744,Million tonnes/yr,30.9922659,15.34961744
1990,Singareni Collieries,State-owned Entity,Bituminous Coal,0.4994086825,Million tonnes/yr,1.355464595,0.4994086825
1990,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.2148526324,Million tonnes/yr,0.637385488,0.2148526324
1991,Singareni Collieries,State-owned Entity,Lignite Coal,1.423476115,Million tonnes/yr,1.906333615,1.423476115
1991,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,17.13838873,Million tonnes/yr,34.60395689,17.13838873
1991,Singareni Collieries,State-owned Entity,Bituminous Coal,0.5576073908,Million tonnes/yr,1.513423981,0.5576073908
1991,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.2398905344,Million tonnes/yr,0.7116633557,0.2398905344
1992,Singareni Collieries,State-owned Entity,Lignite Coal,1.470336673,Million tonnes/yr,1.969089748,1.470336673
1992,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,17.70258116,Million tonnes/yr,35.74311244,17.70258116
1992,Singareni Collieries,State-owned Entity,Bituminous Coal,0.5759637181,Million tonnes/yr,1.563245605,0.5759637181
1992,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.2477876843,Million tonnes/yr,0.7350911755,0.2477876843
1993,Singareni Collieries,State-owned Entity,Lignite Coal,1.54740645,Million tonnes/yr,2.072302373,1.54740645
1993,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,18.630487,Million tonnes/yr,37.61663826,18.630487
1993,Singareni Collieries,State-owned Entity,Bituminous Coal,0.6061536713,Million tonnes/yr,1.645185335,0.6061536713
1993,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.2607758264,Million tonnes/yr,0.7736220195,0.2607758264
1994,Singareni Collieries,State-owned Entity,Lignite Coal,1.61008098,Million tonnes/yr,2.156236737,1.61008098
1994,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,19.38507673,Million tonnes/yr,39.14022317,19.38507673
1994,Singareni Collieries,State-owned Entity,Bituminous Coal,0.6307046844,Million tonnes/yr,1.711820198,0.6307046844
1994,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.2713380172,Million tonnes/yr,0.8049559952,0.2713380172
1995,Singareni Collieries,State-owned Entity,Lignite Coal,1.69134826,Million tonnes/yr,2.265070701,1.69134826
1995,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,20.36351971,Million tonnes/yr,41.11578805,20.36351971
1995,Singareni Collieries,State-owned Entity,Bituminous Coal,0.6625388932,Million tonnes/yr,1.798222666,0.6625388932
1995,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.2850335411,Million tonnes/yr,0.8455853703,0.2850335411
1996,Singareni Collieries,State-owned Entity,Lignite Coal,1.809641033,Million tonnes/yr,2.42348958,1.809641033
1996,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,21.7877428,Million tonnes/yr,43.99142328,21.7877428
1996,Singareni Collieries,State-owned Entity,Bituminous Coal,0.7088768151,Million tonnes/yr,1.923990229,0.7088768151
1996,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.3049687662,Million tonnes/yr,0.9047255495,0.3049687662
1997,Singareni Collieries,State-owned Entity,Lignite Coal,1.877153092,Million tonnes/yr,2.513902412,1.877153092
1997,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,22.60057547,Million tonnes/yr,45.63260595,22.60057547
1997,Singareni Collieries,State-owned Entity,Bituminous Coal,0.7353227965,Million tonnes/yr,1.995768299,0.7353227965
1997,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.3163461989,Million tonnes/yr,0.9384780355,0.3163461989
1998,Singareni Collieries,State-owned Entity,Lignite Coal,1.888209538,Million tonnes/yr,2.528709316,1.888209538
1998,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,22.73369304,Million tonnes/yr,45.90138236,22.73369304
1998,Singareni Collieries,State-owned Entity,Bituminous Coal,0.7396538532,Million tonnes/yr,2.007523389,0.7396538532
1998,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.3182094805,Million tonnes/yr,0.9440056785,0.3182094805
1999,Singareni Collieries,State-owned Entity,Lignite Coal,1.919917484,Million tonnes/yr,2.571172918,1.919917484
1999,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,23.11545083,Million tonnes/yr,46.67218588,23.11545083
1999,Singareni Collieries,State-owned Entity,Bituminous Coal,0.7520745639,Million tonnes/yr,2.041234924,0.7520745639
1999,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.3235530448,Million tonnes/yr,0.9598579876,0.3235530448
2000,Singareni Collieries,State-owned Entity,Lignite Coal,2.22601934,Million tonnes/yr,2.981107621,2.22601934
2000,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,26.80086047,Million tonnes/yr,54.11336126,26.80086047
2000,Singareni Collieries,State-owned Entity,Bituminous Coal,0.871981498,Million tonnes/yr,2.366679014,0.871981498
2000,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.375138693,Million tonnes/yr,1.112892852,0.375138693
2001,Singareni Collieries,State-owned Entity,Lignite Coal,2.265482397,Million tonnes/yr,3.033956946,2.265482397
2001,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,27.27598836,Million tonnes/yr,55.07268744,27.27598836
2001,Singareni Collieries,State-owned Entity,Bituminous Coal,0.887440059,Million tonnes/yr,2.408635698,0.887440059
2001,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.381789183,Million tonnes/yr,1.13262231,0.381789183
2002,Singareni Collieries,State-owned Entity,Lignite Coal,2.443812472,Million tonnes/yr,3.272778386,2.443812472
2002,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,29.42304943,Million tonnes/yr,59.40779793,29.42304943
2002,Singareni Collieries,State-owned Entity,Bituminous Coal,0.957295933,Million tonnes/yr,2.598234251,0.957295933
2002,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.411842161,Million tonnes/yr,1.221777987,0.411842161
2003,Singareni Collieries,State-owned Entity,Lignite Coal,2.489253443,Million tonnes/yr,3.333633394,2.489253443
2003,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,29.9701503,Million tonnes/yr,60.51244406,29.9701503
2003,Singareni Collieries,State-owned Entity,Bituminous Coal,0.975096176,Million tonnes/yr,2.646546586,0.975096176
2003,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.419500076,Million tonnes/yr,1.244496089,0.419500076
2004,Singareni Collieries,State-owned Entity,Lignite Coal,2.595723549,Million tonnes/yr,3.476219237,2.595723549
2004,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,31.25203066,Million tonnes/yr,63.10067645,31.25203066
2004,Singareni Collieries,State-owned Entity,Bituminous Coal,1.016802895,Million tonnes/yr,2.759744419,1.016802895
2004,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.437442893,Million tonnes/yr,1.297725556,0.437442893
2005,Singareni Collieries,State-owned Entity,Lignite Coal,2.657193859,Million tonnes/yr,3.558540899,2.657193859
2005,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,31.99212181,Million tonnes/yr,64.59498742,31.99212181
2005,Singareni Collieries,State-owned Entity,Bituminous Coal,1.040882189,Million tonnes/yr,2.825098971,1.040882189
2005,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.447802143,Million tonnes/yr,1.328457484,0.447802143
2006,Singareni Collieries,State-owned Entity,Lignite Coal,2.772560985,Million tonnes/yr,3.713041721,2.772560985
2006,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,33.38112062,Million tonnes/yr,67.39950164,33.38112062
2006,Singareni Collieries,State-owned Entity,Bituminous Coal,1.086074069,Million tonnes/yr,2.947756016,1.086074069
2006,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.467244325,Million tonnes/yr,1.386134993,0.467244325
2007,Singareni Collieries,State-owned Entity,Lignite Coal,2.985574727,Million tonnes/yr,3.998311879,2.985574727
2007,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,35.94576661,Million tonnes/yr,72.57775385,35.94576661
2007,Singareni Collieries,State-owned Entity,Bituminous Coal,1.16951631,Million tonnes/yr,3.174229859,1.16951631
2007,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.503142349,Million tonnes/yr,1.492630684,0.503142349
2008,Singareni Collieries,State-owned Entity,Lignite Coal,3.275426356,Million tonnes/yr,4.386484113,3.275426356
2008,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,39.43552654,Million tonnes/yr,79.62389478,39.43552654
2008,Singareni Collieries,State-owned Entity,Bituminous Coal,1.283057667,Million tonnes/yr,3.482396887,1.283057667
2008,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.551989437,Million tonnes/yr,1.637541289,0.551989437
2009,Singareni Collieries,State-owned Entity,Lignite Coal,3.707703812,Million tonnes/yr,4.965394455,3.707703812
2009,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,44.64006703,Million tonnes/yr,90.13233274,44.64006703
2009,Singareni Collieries,State-owned Entity,Bituminous Coal,1.452390403,Million tonnes/yr,3.941989474,1.452390403
2009,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.624838759,Million tonnes/yr,1.853657332,0.624838759
2010,Singareni Collieries,State-owned Entity,Lignite Coal,3.774468216,Million tonnes/yr,5.054806021,3.774468216
2010,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,45.44389808,Million tonnes/yr,91.75534033,45.44389808
2010,Singareni Collieries,State-owned Entity,Bituminous Coal,1.478543511,Million tonnes/yr,4.012972645,1.478543511
2010,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.636090193,Million tonnes/yr,1.887036028,0.636090193
2011,Singareni Collieries,State-owned Entity,Lignite Coal,3.83160031,Million tonnes/yr,5.131317899,3.83160031
2011,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,46.13175791,Million tonnes/yr,93.14419154,46.13175791
2011,Singareni Collieries,State-owned Entity,Bituminous Coal,1.500923428,Million tonnes/yr,4.073714851,1.500923428
2011,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.645718348,Million tonnes/yr,1.915599077,0.645718348
2012,Singareni Collieries,State-owned Entity,Lignite Coal,3.911011716,Million tonnes/yr,5.237666457,3.911011716
2012,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,47.08785652,Million tonnes/yr,95.07464111,47.08785652
2012,Singareni Collieries,State-owned Entity,Bituminous Coal,1.53203065,Million tonnes/yr,4.158144177,1.53203065
2012,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.659101112,Million tonnes/yr,1.955300614,0.659101112
2013,Singareni Collieries,State-owned Entity,Lignite Coal,3.711012621,Million tonnes/yr,4.969825646,3.711012621
2013,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,44.67990447,Million tonnes/yr,90.21276814,44.67990447
2013,Singareni Collieries,State-owned Entity,Bituminous Coal,1.453686537,Million tonnes/yr,3.945507362,1.453686537
2013,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.625396374,Million tonnes/yr,1.855311562,0.625396374
2014,Singareni Collieries,State-owned Entity,Lignite Coal,3.863217814,Million tonnes/yr,5.17366038,3.863217814
2014,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,46.5124268,Million tonnes/yr,93.91279646,46.5124268
2014,Singareni Collieries,State-owned Entity,Bituminous Coal,1.513308711,Million tonnes/yr,4.107330231,1.513308711
2014,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.651046671,Million tonnes/yr,1.931406171,0.651046671
2015,Singareni Collieries,State-owned Entity,Lignite Coal,4.439685794,Million tonnes/yr,5.945672131,4.439685794
2015,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,53.45299449,Million tonnes/yr,107.9264304,53.45299449
2015,Singareni Collieries,State-owned Entity,Bituminous Coal,1.739124095,Million tonnes/yr,4.720224578,1.739124095
2015,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.748195622,Million tonnes/yr,2.219609908,0.748195622
2016,Singareni Collieries,State-owned Entity,Lignite Coal,4.51027371,Million tonnes/yr,6.040204182,4.51027371
2016,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,54.30285992,Million tonnes/yr,109.6423855,54.30285992
2016,Singareni Collieries,State-owned Entity,Bituminous Coal,1.766774959,Million tonnes/yr,4.795272867,1.766774959
2016,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.760091412,Million tonnes/yr,2.254900162,0.760091412
2017,Singareni Collieries,State-owned Entity,Lignite Coal,4.559538193,Million tonnes/yr,6.106179676,4.559538193
2017,Singareni Collieries,State-owned Entity,Sub-Bituminous Coal,54.89599517,Million tonnes/yr,110.8399792,54.89599517
2017,Singareni Collieries,State-owned Entity,Bituminous Coal,1.786072957,Million tonnes/yr,4.847650316,1.786072957
2017,Singareni Collieries,State-owned Entity,Metallurgical Coal,0.768393682,Million tonnes/yr,2.279529818,0.768393682
2018,Singareni Collieries,State-owned Entity,Lignite Coal,4.735272692,Million tonnes/yr,6.341525095,4.735272692
